+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
|   6    |  RBF   | 0.001  |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8172475763683147 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2901205921514271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5536840842598709 |
|   6    |  RBF   | 0.001  |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   | 0.001  |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22547049476331918 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44631196652675864 |
|   6    |  RBF   | 0.001  |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9848923783264028 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.931238782225065  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9580655802757339 |
|   6    |  RBF   | 0.001  |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9704686577600017 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8072269967695282 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.888847827264765  |
|   6    |  RBF   | 0.001  |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9342142383645587 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5292141612221922 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7317141997933755 |
|   6    |  RBF   | 0.001  |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8125261997963082 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2679691822818896 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.540247691039099  |
|   6    |  RBF   | 0.001  |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7201416409686094 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21516379214715284 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.46765271655788115 |
|   6    |  RBF   | 0.001  |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2270338049810698 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44676894631095865 |
|   6    |  RBF   |  0.01  |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9765458322246413 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9234443106373347 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9499950714309879 |
|   6    |  RBF   |  0.01  |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.975386309344309  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9030633740181212 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9392248416812151 |
|   6    |  RBF   |  0.01  |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9684913120928128 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8195836005543894 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8940374563236011 |
|   6    |  RBF   |  0.01  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8172475763683147 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2901205921514271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5536840842598709 |
|   6    |  RBF   |  0.01  |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   |  0.01  |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2250497622286594 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4461016002594288 |
|   6    |  RBF   |  0.01  |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9771827748998003 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9188110502156928 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9479969125577465 |
|   6    |  RBF   |  0.01  |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9683812727098079 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8850110016257464 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9266961371677771 |
|   6    |  RBF   |  0.01  |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9459508257602934 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6701593394425485 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.808055082601421  |
|   6    |  RBF   |  0.01  |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8089780245459008 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.24987473838919327 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5294263814675471 |
|   6    |  RBF   |  0.01  |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7193580247403167 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21194590383856066 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.46565196428943867 |
|   6    |  RBF   |  0.01  |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22664146070597044 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44657277417340896 |
|   6    |  RBF   |  0.01  |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9819718507891324 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9073687809092845 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9446703158492085 |
|   6    |  RBF   |  0.01  |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9727753772532403 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.688175844949304  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8304756111012721 |
|   6    |  RBF   |  0.01  |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9390506388567408 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5032680563749193 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |   0.72115934761583  |
|   6    |  RBF   |  0.01  |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8107857538016828 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.272345004406457  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5415653791040699 |
|   6    |  RBF   |  0.01  |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.721503441379454  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21529294934462767 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.46839819536204086 |
|   6    |  RBF   |  0.01  |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22642232971111956 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4464632086759835 |
|   6    |  RBF   |  0.1   |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9800791623215261 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9197651008429771 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9499221315822517 |
|   6    |  RBF   |  0.1   |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9638075750173212 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7605648178141433 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8621861964157322 |
|   6    |  RBF   |  0.1   |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9255387858762752 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5439455612028947 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7347421735395849 |
|   6    |  RBF   |  0.1   |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  | 0.45774311273114626 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1303800844476286 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2940615985893874 |
|   6    |  RBF   |  0.1   |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7123049493545156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20186527865413187 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4570851140043237 |
|   6    |  RBF   |  0.1   |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.6671534382901981 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2250497622286594 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4461016002594288 |
|   6    |  RBF   |  0.1   |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9626169565756928 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8961719573661867 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9293944569709398 |
|   6    |  RBF   |  0.1   |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9536197983933061 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.697044632944125  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8253322156687155 |
|   6    |  RBF   |  0.1   |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9262640754935342 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.49763107107816096 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7119475732858476 |
|   6    |  RBF   |  0.1   |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.5106167889201325 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.17722883639338605 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3439228126567593 |
|   6    |  RBF   |  0.1   |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7206363062072774 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2147608755261996 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4676985908667385 |
|   6    |  RBF   |  0.1   |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2257901060620037 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44614709685142556 |
|   6    |  RBF   |  0.1   |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9793468897483658 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7743255304109666 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8768362100796663 |
|   6    |  RBF   |  0.1   |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9464333783485438 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6149222953569562 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |   0.78067783685275  |
|   6    |  RBF   |  0.1   |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9307644826867911 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4802977587717387 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7055311207292649 |
|   6    |  RBF   |  0.1   |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.5124810110373058 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.17827452943517227 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.34537777023623906 |
|   6    |  RBF   |  0.1   |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7193784445720574 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2148747597433896 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4671266021577235 |
|   6    |  RBF   |  0.1   |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.6665040876408475 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22570063451503083 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.44610236107793916 |
|   6    |  RBF   |   1    |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9697167519179052 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7700758016831516 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8698962768005284 |
