+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24143855991245758 |
|   6    |     16     |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.4162386764848943 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11111750674212051 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2636780916135074 |
|   6    |     16     |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.411139438707688  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09907944552079684 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2551094421142424 |
|   6    |     16     |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3912481536455976 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09121009219574934 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24122912292067347 |
|   7    |     1      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     1      |       1        | GMM_EM_diag |  (0.1, 1, 1)  | 0.41397063262046496 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08718856960598695 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25057960111322597 |
|   7    |     1      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     1      |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.33713425650776624 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09827000836977048 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21770213243876835 |
|   7    |     1      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3877532617896683 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09590016124010031 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2418267115148843 |
|   7    |     1      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     1      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3363214441324271 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09807769462239047 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21719956937740878 |
|   7    |     1      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3677961819605538 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09749545206950065 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23264581701502723 |
|   7    |     1      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     1      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.33789190111709827 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09785121021582792 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2178715556664631 |
|   7    |     1      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.35656486889536504 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09884672388895614 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2277057963921606 |
|   7    |     1      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3361722490079238 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09817199293660862 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2171721209722662 |
|   7    |     1      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.33042123559642206 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09702205766732243 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21372164663187224 |
|   7    |     1      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3484051776692959 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09884224836684863 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22362371301807227 |
|   7    |     1      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.330546330997877  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09219011879468064 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21136822489627882 |
|   7    |     2      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.3911404318456436 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0952464053124491 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24319341857904636 |
|   7    |     2      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4069818811342899 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0960434894878112 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25151268531105053 |
|   7    |     2      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     2      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.3495883879249105 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10235914071452708 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22597376431971877 |
|   7    |     2      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3674257806559213 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10069858248041208 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2340621815681667 |
|   7    |     2      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     2      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3491500815073075 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10382476358771105 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22648742254750925 |
|   7    |     2      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3518678332843783 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10056887824574448 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22621835576506139 |
|   7    |     2      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3824010181803462 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0854799260416093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23394047211097777 |
|   7    |     2      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3418948426457002 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10524185822408713 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22356835043489365 |
|   7    |     2      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3447036267443327 |          -          |
